"kpi","time_grouping","space_boundary","space_grouping","avg_sites_reporting","est_uncertainty"
231,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 136, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.264658, 5.615175], [-0.263048, 5.617025], [-0.259066, 5.615747], [-0.259871, 5.611539], [-0.262703, 5.6125], [-0.264658, 5.615175]]]}}",136,0.919,1
151,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 31, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.207358, 5.556541], [-0.202187, 5.554065], [-0.203345, 5.553125], [-0.207287, 5.55184], [-0.210183, 5.553229], [-0.207358, 5.556541]]]}}",31,0.849,1
177,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 238, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.289413, 5.622954], [-0.283782, 5.626426], [-0.279915, 5.626534], [-0.279936, 5.621731], [-0.287523, 5.619723], [-0.289187, 5.621736], [-0.289413, 5.622954]]]}}",238,0.983,1
181,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 434, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.120608, 5.631928], [-0.113187, 5.635135], [-0.113176, 5.635134], [-0.112321, 5.634921], [-0.111491, 5.634625], [-0.110694, 5.63425], [-0.109938, 5.633799], [-0.10923, 5.633276], [-0.108576, 5.632687], [-0.107984, 5.632037], [-0.107459, 5.631332], [-0.107006, 5.63058], [-0.106629, 5.629787], [-0.106332, 5.628961], [-0.106118, 5.62811], [-0.105989, 5.627242], [-0.105945, 5.626366], [-0.105989, 5.625489], [-0.106118, 5.624622], [-0.106332, 5.623771], [-0.106579, 5.623085], [-0.116464, 5.625626], [-0.120608, 5.631928]]]}}",434,0.931,1
1.52,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 248, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.188555, 5.597781], [-0.192716, 5.600423], [-0.191816, 5.612948], [-0.191686, 5.613065], [-0.190978, 5.613588], [-0.190222, 5.614039], [-0.189425, 5.614414], [-0.188595, 5.614709], [-0.18774, 5.614923], [-0.186868, 5.615051], [-0.185987, 5.615094], [-0.185107, 5.615051], [-0.184235, 5.614923], [-0.18338, 5.614709], [-0.182549, 5.614414], [-0.181753, 5.614039], [-0.180996, 5.613588], [-0.180288, 5.613065], [-0.179635, 5.612476], [-0.179043, 5.611826], [-0.178518, 5.611121], [-0.178065, 5.610369], [-0.177688, 5.609575], [-0.177391, 5.608749], [-0.177177, 5.607898], [-0.177047, 5.60703], [-0.177004, 5.606154], [-0.177047, 5.605278], [-0.177177, 5.60441], [-0.177263, 5.604068], [-0.188555, 5.597781]]]}}",248,0.973,1
243,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 290, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.260523, 5.649223], [-0.259095, 5.648596], [-0.257975, 5.644107], [-0.263577, 5.639077], [-0.265313, 5.639308], [-0.267903, 5.64796], [-0.260523, 5.649223]]]}}",290,0.983,1
223,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 226, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.249861, 5.608137], [-0.249799, 5.612014], [-0.247334, 5.612923], [-0.241587, 5.611541], [-0.23919, 5.606115], [-0.239949, 5.605324], [-0.243618, 5.603993], [-0.249554, 5.607621], [-0.249861, 5.608137]]]}}",226,0.968,1
112,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 59, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.166695, 5.676974], [-0.166141, 5.677205], [-0.165702, 5.667958], [-0.167652, 5.668008], [-0.167425, 5.676639], [-0.166695, 5.676974]]]}}",59,0.973,1
68.8,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 366, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.240806, 5.580564], [-0.241294, 5.583921], [-0.235769, 5.586862], [-0.230927, 5.585183], [-0.231237, 5.582229], [-0.23309, 5.58107], [-0.240545, 5.580248], [-0.240806, 5.580564]]]}}",366,0.980,1
165,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 387, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.256392, 5.584322], [-0.2553, 5.588229], [-0.247498, 5.59103], [-0.245161, 5.587421], [-0.250755, 5.582125], [-0.256157, 5.58381], [-0.256392, 5.584322]]]}}",387,0.811,1
219,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 345, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.144807, 5.894724], [-0.144695, 5.894413], [-0.144481, 5.893562], [-0.144352, 5.892695], [-0.144308, 5.891819], [-0.144352, 5.890943], [-0.144481, 5.890076], [-0.144695, 5.889225], [-0.144992, 5.888399], [-0.145369, 5.887607], [-0.145822, 5.886855], [-0.146348, 5.88615], [-0.146607, 5.885866], [-0.162095, 5.890049], [-0.162102, 5.890076], [-0.162232, 5.890943], [-0.162275, 5.891819], [-0.162232, 5.892695], [-0.162102, 5.893562], [-0.161888, 5.894413], [-0.161591, 5.895238], [-0.161214, 5.896031], [-0.160761, 5.896783], [-0.160236, 5.897488], [-0.159644, 5.898137], [-0.15899, 5.898726], [-0.158282, 5.899249], [-0.157526, 5.899699], [-0.156729, 5.900074], [-0.155899, 5.90037], [-0.155715, 5.900416], [-0.144807, 5.894724]]]}}",345,0.978,1
221,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 231, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.303207, 5.672673], [-0.300154, 5.661543], [-0.306975, 5.656251], [-0.309859, 5.656489], [-0.309908, 5.656518], [-0.310616, 5.657041], [-0.311269, 5.65763], [-0.311861, 5.65828], [-0.312386, 5.658985], [-0.312839, 5.659737], [-0.313216, 5.66053], [-0.313513, 5.661356], [-0.313728, 5.662207], [-0.313857, 5.663075], [-0.3139, 5.663951], [-0.313857, 5.664827], [-0.313728, 5.665695], [-0.313513, 5.666546], [-0.313216, 5.667372], [-0.312839, 5.668165], [-0.312386, 5.668917], [-0.311861, 5.669622], [-0.311269, 5.670272], [-0.310616, 5.670861], [-0.309908, 5.671384], [-0.309152, 5.671835], [-0.308355, 5.67221], [-0.307525, 5.672505], [-0.30667, 5.672718], [-0.305798, 5.672847], [-0.304917, 5.67289], [-0.304036, 5.672847], [-0.303496, 5.672767], [-0.303207, 5.672673]]]}}",231,0.536,1
58.0,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 376, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.14544, 5.657448], [-0.145897, 5.642941], [-0.146394, 5.642867], [-0.147275, 5.642824], [-0.148155, 5.642867], [-0.149027, 5.642996], [-0.14948, 5.643109], [-0.151962, 5.658465], [-0.150738, 5.660011], [-0.150712, 5.660023], [-0.149978, 5.660284], [-0.14544, 5.657448]]]}}",376,0.983,1
232,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 40, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.306975, 5.656251], [-0.300154, 5.661543], [-0.294765, 5.660611], [-0.296317, 5.652377], [-0.298133, 5.651812], [-0.303044, 5.65274], [-0.306975, 5.656251]]]}}",40,0.983,1
426,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 94, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.433132, 5.494188], [-0.433261, 5.49332], [-0.433476, 5.492468], [-0.433773, 5.491642], [-0.43415, 5.490849], [-0.434603, 5.490096], [-0.435128, 5.489391], [-0.43572, 5.488741], [-0.436373, 5.488152], [-0.437081, 5.487629], [-0.437837, 5.487178], [-0.438634, 5.486803], [-0.439464, 5.486507], [-0.440319, 5.486294], [-0.441191, 5.486165], [-0.442072, 5.486122], [-0.442953, 5.486165], [-0.443825, 5.486294], [-0.44468, 5.486507], [-0.44551, 5.486803], [-0.446307, 5.487178], [-0.447063, 5.487629], [-0.447771, 5.488152], [-0.448424, 5.488741], [-0.449016, 5.489391], [-0.449541, 5.490096], [-0.449994, 5.490849], [-0.450371, 5.491642], [-0.450668, 5.492468], [-0.450883, 5.49332], [-0.451012, 5.494188], [-0.451055, 5.495064], [-0.451012, 5.49594], [-0.450883, 5.496808], [-0.450668, 5.49766], [-0.450371, 5.498486], [-0.449994, 5.499279], [-0.449541, 5.500032], [-0.449016, 5.500737], [-0.448424, 5.501387], [-0.447771, 5.501976], [-0.447063, 5.502499], [-0.446307, 5.50295], [-0.44551, 5.503325], [-0.44468, 5.503621], [-0.443825, 5.503834], [-0.442953, 5.503963], [-0.442072, 5.504006], [-0.441191, 5.503963], [-0.440319, 5.503834], [-0.439464, 5.503621], [-0.438634, 5.503325], [-0.437837, 5.50295], [-0.437081, 5.502499], [-0.436373, 5.501976], [-0.43572, 5.501387], [-0.435128, 5.500737], [-0.434603, 5.500032], [-0.43415, 5.499279], [-0.433773, 5.498486], [-0.433476, 5.49766], [-0.433261, 5.496808], [-0.433132, 5.49594], [-0.433089, 5.495064], [-0.433132, 5.494188]]]}}",94,0.969,1
127,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 141, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.26923, 5.562062], [-0.272543, 5.558662], [-0.28108, 5.556139], [-0.281203, 5.556304], [-0.281656, 5.557057], [-0.282033, 5.55785], [-0.28233, 5.558676], [-0.282544, 5.559527], [-0.282673, 5.560395], [-0.282717, 5.561272], [-0.282673, 5.562148], [-0.282544, 5.563016], [-0.28233, 5.563867], [-0.282033, 5.564693], [-0.281656, 5.565486], [-0.281203, 5.566239], [-0.280678, 5.566944], [-0.280086, 5.567594], [-0.279432, 5.568183], [-0.278724, 5.568706], [-0.277968, 5.569157], [-0.277171, 5.569532], [-0.276341, 5.569827], [-0.275486, 5.570041], [-0.274614, 5.570169], [-0.273733, 5.570212], [-0.272853, 5.570169], [-0.272774, 5.570158], [-0.26923, 5.562062]]]}}",141,0.961,1
51.2,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 439, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.170305, 5.566341], [-0.171109, 5.56393], [-0.17722, 5.561902], [-0.182577, 5.569055], [-0.182293, 5.569843], [-0.181916, 5.570637], [-0.181463, 5.571389], [-0.180938, 5.572094], [-0.180346, 5.572744], [-0.179693, 5.573333], [-0.178985, 5.573856], [-0.178229, 5.574307], [-0.177432, 5.574682], [-0.176602, 5.574978], [-0.175747, 5.575191], [-0.174875, 5.57532], [-0.173994, 5.575363], [-0.173113, 5.57532], [-0.17251, 5.575231], [-0.170305, 5.566341]]]}}",439,0.755,1
637,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 150, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.409382, 5.853415], [-0.409512, 5.852547], [-0.409726, 5.851696], [-0.410023, 5.850871], [-0.4104, 5.850078], [-0.410853, 5.849326], [-0.411378, 5.848621], [-0.41197, 5.847972], [-0.412623, 5.847383], [-0.413331, 5.84686], [-0.414087, 5.846409], [-0.414884, 5.846034], [-0.415714, 5.845739], [-0.41657, 5.845526], [-0.417442, 5.845397], [-0.418322, 5.845354], [-0.419203, 5.845397], [-0.420075, 5.845526], [-0.42093, 5.845739], [-0.42176, 5.846034], [-0.422557, 5.846409], [-0.423313, 5.84686], [-0.424021, 5.847383], [-0.424674, 5.847972], [-0.425266, 5.848621], [-0.425791, 5.849326], [-0.426245, 5.850078], [-0.426621, 5.850871], [-0.426918, 5.851696], [-0.427133, 5.852547], [-0.427262, 5.853415], [-0.427305, 5.85429], [-0.427262, 5.855166], [-0.427133, 5.856034], [-0.426918, 5.856885], [-0.426621, 5.85771], [-0.426245, 5.858503], [-0.425791, 5.859255], [-0.425266, 5.85996], [-0.424674, 5.860609], [-0.424021, 5.861198], [-0.423313, 5.861721], [-0.422557, 5.862172], [-0.42176, 5.862547], [-0.42093, 5.862842], [-0.420075, 5.863055], [-0.419203, 5.863184], [-0.418322, 5.863227], [-0.417442, 5.863184], [-0.41657, 5.863055], [-0.415714, 5.862842], [-0.414884, 5.862547], [-0.414087, 5.862172], [-0.413331, 5.861721], [-0.412623, 5.861198], [-0.41197, 5.860609], [-0.411378, 5.85996], [-0.410853, 5.859255], [-0.4104, 5.858503], [-0.410023, 5.85771], [-0.409726, 5.856885], [-0.409512, 5.856034], [-0.409382, 5.855166], [-0.409339, 5.85429], [-0.409382, 5.853415]]]}}",150,0.966,1
75.1,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 147, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.225503, 5.572088], [-0.222891, 5.570772], [-0.226892, 5.565754], [-0.232241, 5.567603], [-0.231906, 5.568543], [-0.225503, 5.572088]]]}}",147,0.983,1
241,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 75, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.099303, 5.600224], [-0.097983, 5.600518], [-0.097408, 5.600334], [-0.094193, 5.594864], [-0.098715, 5.587322], [-0.105525, 5.590912], [-0.105675, 5.591331], [-0.105698, 5.59142], [-0.099303, 5.600224]]]}}",75,0.978,1
134,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 422, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.256157, 5.58381], [-0.250755, 5.582125], [-0.248563, 5.577689], [-0.249332, 5.57681], [-0.253703, 5.576262], [-0.256156, 5.579863], [-0.256157, 5.58381]]]}}",422,0.979,1
181,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 445, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.194375, 5.718397], [-0.194061, 5.718681], [-0.193353, 5.719204], [-0.192597, 5.719655], [-0.1918, 5.72003], [-0.19097, 5.720325], [-0.190114, 5.720538], [-0.189242, 5.720667], [-0.188362, 5.72071], [-0.187481, 5.720667], [-0.186609, 5.720538], [-0.185754, 5.720325], [-0.185556, 5.720255], [-0.188384, 5.702834], [-0.189242, 5.702876], [-0.190114, 5.703005], [-0.19097, 5.703218], [-0.1918, 5.703513], [-0.192597, 5.703888], [-0.193353, 5.704339], [-0.194061, 5.704862], [-0.194714, 5.705451], [-0.195306, 5.706101], [-0.195831, 5.706806], [-0.196284, 5.707558], [-0.196661, 5.708351], [-0.196958, 5.709177], [-0.197172, 5.710028], [-0.197302, 5.710895], [-0.197345, 5.711772], [-0.197302, 5.712648], [-0.197173, 5.713509], [-0.194375, 5.718397]]]}}",445,0.983,1
152,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 270, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.230927, 5.585183], [-0.228423, 5.587654], [-0.22322, 5.583725], [-0.229696, 5.581368], [-0.231237, 5.582229], [-0.230927, 5.585183]]]}}",270,0.978,1
160,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 339, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.205622, 5.548996], [-0.209983, 5.54722], [-0.209472, 5.549489], [-0.205457, 5.549505], [-0.205622, 5.548996]]]}}",339,0.979,1
291,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 475, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.082862, 5.987778], [-0.074302, 5.985313], [-0.073909, 5.984662], [-0.073532, 5.98387], [-0.073235, 5.983044], [-0.073021, 5.982194], [-0.072892, 5.981326], [-0.072849, 5.980451], [-0.072892, 5.979575], [-0.073021, 5.978708], [-0.073235, 5.977857], [-0.073532, 5.977032], [-0.073909, 5.976239], [-0.074363, 5.975487], [-0.074888, 5.974783], [-0.07548, 5.974133], [-0.076133, 5.973544], [-0.076841, 5.973022], [-0.077597, 5.972571], [-0.0781, 5.972335], [-0.086132, 5.980342], [-0.08615, 5.980775], [-0.082862, 5.987778]]]}}",475,0.973,1
165,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 318, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.246436, 5.594282], [-0.237838, 5.595716], [-0.236589, 5.595143], [-0.241484, 5.58419], [-0.245161, 5.587421], [-0.247498, 5.59103], [-0.247194, 5.592583], [-0.246436, 5.594282]]]}}",318,0.971,1
474,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 372, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.329876, 5.561506], [-0.337201, 5.558015], [-0.34607, 5.565905], [-0.345758, 5.566324], [-0.345166, 5.566974], [-0.344512, 5.567563], [-0.343804, 5.568086], [-0.343048, 5.568537], [-0.342251, 5.568912], [-0.341421, 5.569208], [-0.340566, 5.569421], [-0.339694, 5.56955], [-0.338814, 5.569593], [-0.337933, 5.56955], [-0.337061, 5.569421], [-0.336206, 5.569208], [-0.335376, 5.568912], [-0.334579, 5.568537], [-0.333823, 5.568086], [-0.333115, 5.567563], [-0.332462, 5.566974], [-0.33187, 5.566324], [-0.331344, 5.565619], [-0.330891, 5.564867], [-0.330514, 5.564073], [-0.330217, 5.563247], [-0.330003, 5.562396], [-0.329874, 5.561528], [-0.329873, 5.561511], [-0.329876, 5.561506]]]}}",372,0.698,1
359,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 188, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.111868, 5.962316], [-0.111502, 5.962807], [-0.11091, 5.963456], [-0.110257, 5.964045], [-0.109548, 5.964568], [-0.108792, 5.965018], [-0.107995, 5.965393], [-0.107165, 5.965689], [-0.10631, 5.965902], [-0.105438, 5.96603], [-0.104558, 5.966073], [-0.103677, 5.96603], [-0.102805, 5.965902], [-0.10195, 5.965689], [-0.10112, 5.965393], [-0.100323, 5.965018], [-0.099567, 5.964568], [-0.098859, 5.964045], [-0.098206, 5.963456], [-0.097614, 5.962807], [-0.097088, 5.962103], [-0.096635, 5.96135], [-0.096258, 5.960558], [-0.095961, 5.959732], [-0.095747, 5.958882], [-0.095618, 5.958014], [-0.095601, 5.957684], [-0.099079, 5.955316], [-0.104613, 5.953214], [-0.111868, 5.962316]]]}}",188,0.978,1
303,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 230, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.304916, 5.63828], [-0.303899, 5.636063], [-0.304685, 5.633087], [-0.314447, 5.62855], [-0.314624, 5.628709], [-0.315217, 5.629359], [-0.315742, 5.630064], [-0.316195, 5.630817], [-0.316572, 5.63161], [-0.316869, 5.632436], [-0.317083, 5.633287], [-0.317212, 5.634155], [-0.317216, 5.634235], [-0.304916, 5.63828]]]}}",230,0.983,1
89.3,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 171, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.234927, 5.557785], [-0.23296, 5.557495], [-0.223838, 5.552895], [-0.223962, 5.548653], [-0.234292, 5.550854], [-0.235572, 5.553166], [-0.234927, 5.557785]]]}}",171,0.884,1
242,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 6, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.296317, 5.652377], [-0.294765, 5.660611], [-0.29372, 5.661075], [-0.286484, 5.657563], [-0.285952, 5.65082], [-0.29159, 5.650003], [-0.296317, 5.652377]]]}}",6,0.983,1
113,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 370, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.165871, 5.655617], [-0.164476, 5.656829], [-0.15847, 5.657066], [-0.1563, 5.656353], [-0.159434, 5.649711], [-0.162852, 5.648628], [-0.165871, 5.655617]]]}}",370,0.949,1
356,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 196, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.269359, 5.655907], [-0.268198, 5.663042], [-0.267414, 5.66395], [-0.264151, 5.65565], [-0.267766, 5.65464], [-0.269359, 5.655907]]]}}",196,0.983,1
340,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 120, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.332696, 5.538498], [-0.327009, 5.532541], [-0.3328, 5.522815], [-0.333303, 5.522994], [-0.334099, 5.523369], [-0.334856, 5.52382], [-0.335564, 5.524343], [-0.336217, 5.524932], [-0.336809, 5.525582], [-0.337334, 5.526287], [-0.337787, 5.52704], [-0.338164, 5.527833], [-0.338461, 5.528659], [-0.338675, 5.52951], [-0.338805, 5.530378], [-0.338848, 5.531255], [-0.338805, 5.532131], [-0.338675, 5.532999], [-0.338461, 5.53385], [-0.338164, 5.534676], [-0.337787, 5.53547], [-0.337334, 5.536222], [-0.336809, 5.536927], [-0.336217, 5.537577], [-0.335564, 5.538166], [-0.334856, 5.538689], [-0.334392, 5.538965], [-0.332696, 5.538498]]]}}",120,0.977,1
149,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 21, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.240541, 5.573322], [-0.239892, 5.577906], [-0.231458, 5.574304], [-0.231906, 5.568543], [-0.232241, 5.567603], [-0.232812, 5.567278], [-0.239665, 5.571052], [-0.240541, 5.573322]]]}}",21,0.982,1
154,2024-01-01 00:00:00.000,"{""type"": ""Feature"", ""id"": 419, ""properties"": {}, ""geometry"": {""type"": ""Polygon"", ""coordinates"": [[[-0.391014, 5.953692], [-0.391143, 5.952825], [-0.391358, 5.951974], [-0.391655, 5.951149], [-0.392032, 5.950356], [-0.392485, 5.949604], [-0.39301, 5.9489], [-0.393602, 5.94825], [-0.394255, 5.947661], [-0.394963, 5.947139], [-0.395719, 5.946688], [-0.396516, 5.946313], [-0.397346, 5.946018], [-0.398201, 5.945805], [-0.399073, 5.945676], [-0.399954, 5.945633], [-0.400835, 5.945676], [-0.401707, 5.945805], [-0.402562, 5.946018], [-0.403392, 5.946313], [-0.404189, 5.946688], [-0.404945, 5.947139], [-0.405653, 5.947661], [-0.406306, 5.94825], [-0.406898, 5.9489], [-0.407423, 5.949604], [-0.407876, 5.950356], [-0.408253, 5.951149], [-0.40855, 5.951974], [-0.408765, 5.952825], [-0.408894, 5.953692], [-0.408937, 5.954568], [-0.408894, 5.955444], [-0.408765, 5.956311], [-0.40855, 5.957162], [-0.408253, 5.957987], [-0.407876, 5.95878], [-0.407423, 5.959532], [-0.406898, 5.960236], [-0.406306, 5.960886], [-0.405653, 5.961475], [-0.404945, 5.961997], [-0.404189, 5.962448], [-0.403392, 5.962823], [-0.402562, 5.963118], [-0.401707, 5.963331], [-0.400835, 5.96346], [-0.399954, 5.963503], [-0.399073, 5.96346], [-0.398201, 5.963331], [-0.397346, 5.963118], [-0.396516, 5.962823], [-0.395719, 5.962448], [-0.394963, 5.961997], [-0.394255, 5.961475], [-0.393602, 5.960886], [-0.39301, 5.960236], [-0.392485, 5.959532], [-0.392032, 5.95878], [-0.391655, 5.957987], [-0.391358, 5.957162], [-0.391143, 5.956311], [-0.391014, 5.955444], [-0.390971, 5.954568], [-0.391014, 5.953692]]]}}",419,0.923,1
